Content,Date
"RT @#####: Here's my new #GoldChronicles video podcast with @#####. We cover the pandemic, economy, gold and geopolitical i…","Mar 28, 2020"
"RT @#####: New pictures have been released from inside the enormous temporary hospital being built in London to fight #coronavirus https:…","Mar 28, 2020"
"RT @#####: Whoa- missed this earlier detail of ECMO! “his lungs are failing... the #COVID19 patient requires a ventilator to help him…","Mar 28, 2020"
"RT @#####: Wowzers... All 5200 sailors from the USS Teddy Roosevelt aircraft carrier to be tested for #COVID19. Potential outbreak abo…","Mar 28, 2020"
"RT @#####: ??HUGE! Abbott Laboratories is unveiling a #COVID19 test that can tell if someone is infected in as little as 5 minutes, an…","Mar 28, 2020"
"#CODVID19 #coronavirus Coronavirus outbreak: Stars of 'Contagion' movie reunite to film PSAs on... https://t.co/RyIU9lI2xk via @#####","Mar 28, 2020"
"RT @#####: Contagion stars Kate Winslet and Matt Damon issue coronavirus warnings https://t.co/HO5k9y6skk","Mar 28, 2020"
"RT @#####: "Contagion" stars including Matt Damon, Kate Winslet film PSAs to offer #COVID19 advice https://t.co/9l21lopHCH","Mar 28, 2020"
"RT @#####"Markets: Gold suppliers are in talks to use chartered or cargo flights to transport the precious metal, which usually moves around the…","Mar 28, 2020"
"RT @#####: https://t.co/YDPwi1WKiM","Mar 28, 2020"
"RT @#####:","Market Report: Bear squeeze on bullion banks https://t.co/C5P89egSst","Mar 28, 2020"
"RT @#####: Alasdair Macleod – Gold & Silver Surge As Epic Bear Squeeze On The Bullion Banks Unfolds https://t.co/nuZKctCQDa","Mar 28, 2020"
"RT @#####: MIT startup @##### Bioworks “is giving $25 million worth of resources in their $400 million R&D facility to public and private te…","Mar 27, 2020"
"Leading through uncertainty! READY FOR IT? | Magnus Lindkvist https://t.co/L4HwaB6tYQ via @#####","Mar 27, 2020"
"RT @#####: Huge rise in critical care beds for London NHS in fight against virus https://t.co/GBu5U8x3Jy","Mar 27, 2020"
"RT @#####_Osborne: Today’s ?@#####? as we launch appeal to help feed vulnerable in London & news that Boris Johnson has the coro…","Mar 27, 2020"
"RT @#####: Zoom, Houseparty, FaceTime, Hangouts... there are so many video chat and conferencing apps. Here we've compared them all - ev…","Mar 27, 2020"
"RT @#####: Day 1 of #LockdownSA and it's become very real. The 1st deaths from Covid19 have been reported in the western Cape where 2…","Mar 27, 2020"
"RT @#####: What are the good practices for living in isolation? Hear from astronauts ????? https://t.co/1CqXTF2tHZ","Mar 27, 2020"
"RT @#####: We've created a COVID-ictionary that uses analogies to demystify words or phrases associated with #COVID19. https://t.c…","Mar 27, 2020"
"RT @#####: Self-isolation. Think of it as guilt-free me-time. Need an explainer for all the new terms associated with the #corona…","Mar 27, 2020"
"RT @#####: If you're looking after someone with #coronavirus, or you're #selfisolating with your family, here are our doctor's tips…","Mar 27, 2020"
"RT @#####: We’ve just launched our COVID-19 Care Assistant. It makes taking care of yourself and your loved ones easier. If you’r…","Mar 27, 2020"
"RT @#####: The world needs your help to stop the spread of #coronavirus. Stay home. https://t.co/RDiXLBXl4R","Mar 27, 2020"
"RT @#####: Struggling with self-isolation? Our doctors have pulled together some practical tips to keep you healthy and sane while…","Mar 27, 2020"
"RT @#####: In recent days, Donald Trump has stopped referring to the coronavirus as ‘the Chinese virus’, which had angered officia…","Mar 27, 2020"
"RT @#####: #BREAKING: Xi talks with Trump over phone https://t.co/utJclJDvDd","Mar 27, 2020"
"RT @#####: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…","Mar 27, 2020"
"RT @#####: Another example of how the effects of COVID-19 are impossible to foresee. An aircraft carrier battle group is now "out…","Mar 27, 2020"
"RT @#####_MAKER: U.S. INCREASES SUPPORT FOR TAIWAN IN RECOGNITION BATTLE WITH COMMUNIST CHINA https://t.co/4LFRt4wwzZ","Mar 27, 2020"
"RT @#####: US curve on coronavirus somewhat less than ideal https://t.co/VrNkQk8sch","Mar 25, 2020"
"RT @#####: Coronavirus: Nearly half the world's population now under restrictions https://t.co/nazxlFFMn8","Mar 25, 2020"
"RT @#####: with the Fed's unlimited printing anyone without physical gold or silver better prepare for a religious experience.","Mar 25, 2020"
"RT @#####: DECISION-MAKING UNDER UNCERTAINTY & ASYMMETRY Let me make my point clear. Does Chloroquine work? I am not sure. But...if infe…","Mar 25, 2020"
"RT @#####: There's a media narrative that somehow FDR nationalized the economy to win World War II. Untrue. Ford made tanks. Boein…","Mar 25, 2020"
"RT @#####: PGM prices benefit from South African shutdowns, but gains","May be limited https://t.co/95Ll1tP1UQ #kitconews #gold #silve…","Mar 25, 2020"
"RT @#####: SolGold reduces site work in Ecuador due to COVID-19 concerns https://t.co/RSwCSNiRnM #kitconews #gold #silver #economics…","Mar 25, 2020"
"RT @#####: Mongolian miners commences gold production https://t.co/maihQ9QWqL #kitconews #gold #silver #metals #economics #mining #i…","Mar 25, 2020"
"RT @#####: I've been telling clients for years that physical Gold will go no offer & then the liquidity heads to the mining equities.....fe…","Mar 25, 2020"
"RT @#####: Why the Coronavirus Has Been So Successful https://t.co/kXoxXefC5n #COVID19 #Pandemic #Containment #Quarantine #Lockdowns…","Mar 25, 2020"
"RT @#####: "If it can hit me, it can hit anybody," said the medical consultant for the 2011 pandemic thriller 'Contagion'. https://t.…","Mar 25, 2020"
"RT @#####: Coronavirus: Briton, 21, 'with no existing health conditions' dies after contracting COVID-19 https://t.co/FUEQbtS08J","Mar 25, 2020"
"RT @#####_Osborne: Today’s ?@#####? with news Prince Charles has the virus @##### Peter Blake’s special cut-out window poster, on the…","Mar 25, 2020"
"RT @#####: WOW... Stunning spring snowfall in Sibiu, Romania this morning 24th","March... Photos by ?? Adrian Ciorogar... #severewea…","Mar 25, 2020"
"RT @#####: What a beautiful day during the #CoronavirusLockdown here in Kent! Very warm in the sunshine and the spring flowers, n…","Mar 25, 2020"
"RT @#####: Infectiologist Pietro Vernazza from Eastern Switzerland: "The numbers of young people with #coronavirus are misleading"…","Mar 25, 2020"
"RT @#####: #Coronavirus #COVID19 Spanish soldiers find elderly patients abandoned, dead in retirement homes. Ice ring mortuary in…","Mar 25, 2020"
"RT @#####: HOW WE STOP SPREADING IT. Best animation of #COVID19 so far. Share with your friends and your kids. (Hat tip to @#####…","Mar 25, 2020"
"RT @#####: My god - New York is surpassing every other epicenter hotspot - now on track to double up every day. Slowing it down to dou…","Mar 25, 2020"
"RT @#####: US trajectory has most recently been on track of doubling every 2 days. (Although overall since 20 days ago, it was slower…","Mar 25, 2020"
"RT @#####: Death tracking. Fastest rising Spain has now exceeded China and on track to exceed Italy deaths in #COVID19. (Regardless wh…","Mar 25, 2020"
"RT @#####: Epidemics in newer emerging countries. Not all countries have good testing yet. But Turkey, Dominican Republic, Ecuador cur…","Mar 25, 2020"
"RT @#####: This is what the #CoronaVirus does to your body! https://t.co/bo5jgkjMxr","Mar 25, 2020"
"RT @#####: Prince Charles has tested positive for #coronavirus. Here on 12","March 2020, Prince Charles avoided handshakes at the London a…","Mar 25, 2020"
"RT @#####: President #VladimirPutin donned a protective suit and respirator on Tuesday during a visit to a hospital treating #corona…","Mar 25, 2020"
"RT @#####: Gold miners should be able to weather coronavirus storm - Gabelli Gold Fund https://t.co/ofEV7Tzynv #kitconews #gold #sil…","Mar 25, 2020"
"RT @#####: CME resolving physical gold squeeze with delivery of 100-ounce, 400-ounce and 1-kg bars https://t.co/Q7AjnVdZte #kitconew…","Mar 25, 2020"
"RT @#####: 40% or more of US adults","May have a Vitamin D deficiency. Supplementation","May offer vulnerable people some protection fro…","Mar 24, 2020"
"RT @#####: “We have tens of thousands of orders waiting.” China is working 24/7 to make ventilators. The machines can determine if som…","Mar 24, 2020"
"RT @#####: Here's why @##### thinks Tesla $TSLA CEO @##### can produce more ventilators than Ford $F: https://t.co/r1SUU5sC2i h…","Mar 24, 2020"
"RT @#####: . @##### #coronavirus #economy #"Markets #recession https://t.co/QbjOLEEOlZ","Mar 24, 2020"
"RT @#####: .#Gold illustrates what can happen to asset prices when forced liquidation is deemed mostly over and there's a favorable port…","Mar 24, 2020"
"RT @#####: Russian President Vladimir Putin wore a hazmat suit and a respirator to visit a Moscow hospital treating #Covid19 patients T…","Mar 24, 2020"
"RT @#####: Vitamin D: legit. Known to reduce risk of respiratory infection, regulates cytokine production and can limit the risk of ot…","Mar 24, 2020"
"RT @#####: In amongst all this serious situation across the world, The Southern lights made this stunning display over Progress S…","Mar 24, 2020"
"RT @#####: US has overtaken China in trajectory now. I have no words other than #TESTVIRUSNOW #COVID19 https://t.co/ot2YGlWM5R","Mar 24, 2020"
"RT @#####: US ???? and Spain ???? on parallel track now - poised to overtake China and Italy if it continues. #COVID19 https://t.co/0C0Gaz…","Mar 24, 2020"
"RT @#####: Italian grandmas are cool. What’s cooler? Angry Italian","Mayors. #StayHome #COVID19 https://t.co/wyjGH39id0","Mar 24, 2020"
"RT @#####: Good explanation of what happens to you under different levels of severity. #COVID19 https://t.co/ZJr0yiIU6K","Mar 24, 2020"
"RT @#####: Dow futures just turned on a dime after the Fed's "whatever it takes" announcement. So did gold futures. So,","Markets ar…","Mar 24, 2020"
"RT @#####: Mellon on the","Markets: FLASH UPDATE https://t.co/Fl2qUygV4o https://t.co/JwYizj8wxj","Mar 24, 2020"
"RT @#####: California governor says Elon Musk delivered 1,000 ventilators https://t.co/f7mqZk7c4X","Mar 24, 2020"
"RT @#####: BREAKING | Boris Johnson confirms UK lockdown You can leave your home for four reasons: - Shopping for necessities - O…","Mar 23, 2020"
"RT @#####: Vostok Station in #Antarctica has now set a record new temperatures for","March with -75.3 Celsius which is -103.54 fahr…","Mar 23, 2020"
"RT @#####: Impressive #Dustdevil great shot!","Mar 23, 2020"
"RT @#####: What a beautiful #spring like day today weather wise, despite everything going on in the world! #coronavirus #loveukwe…","Mar 23, 2020"
"RT @#####: Our first priority during this crisis is to take care of our people. To further this goal, we completed the first asses…","Mar 22, 2020"
"RT @#####: This week: the agency's statements on coronavirus — with health and safety of the workforce the top priority. Plus, online materi…","Mar 22, 2020"
"RT @#####: Ford, General Motors and Tesla are being given the go ahead to make ventilators and other metal products, FAST! @#####…","Mar 22, 2020"
"RT @#####: This is the best explanation I have seen on why social distancing matters: https://t.co/iUzWFIH6KW","Mar 22, 2020"
"RT @#####: This bacteria-killing robot can use AI and UV light to scour surfaces https://t.co/Jh2qXMtdZG","Mar 22, 2020"
"RT @#####69: ?@#####? ?@#####? ?@#####? ?@#####999? ?@#####15STS? Exciting new trial of Robbie the UV Robot trying to sp…","Mar 22, 2020"
"RT @#####: A UV bacteria-killing robot is employed in a hospital in Wuhan, China to aid the diagnosis of #coronavirus patients. #FightViru…","Mar 22, 2020"
"RT @#####: This bacteria-killing UV light robot helps a Wuhan hospital diagnose #coronavirus patients. It disinfects its CT scann…","Mar 22, 2020"
"RT @#####: It takes about 20 minutes for this autonomous robot to disinfect a hospital room with concentrated UV light https://t.co/z3fi…","Mar 22, 2020"
"RT @#####: This bacteria-killing UV light robot helps a Wuhan hospital diagnose #coronavirus patients. It disinfects its CT scann…","Mar 22, 2020"
"RT @#####: ??#Coronavirus: #Robots use light beams to zap hospital viruses » https://t.co/ZNKRVUwjN8 "Please leave the room, close…","Mar 22, 2020"
"RT @#####4Y4: Boleh dipake niih pak @#####. @#####_Indonesia It takes about 20 minutes for this autonomous robot to disinfect a hospit…","Mar 22, 2020"
"RT @#####: UV light emtting robots for decontamination #COVID19US #COVID19US https://t.co/vX13vzpcC6","Mar 22, 2020"
"RT @#####: From the front lines of gold: Royal Canadian Mint closed for 2 weeks. U.S. Mint backordered a month in advance. Brinks…","Mar 22, 2020"
"RT @#####: If it's not physical, it's not gold.","Mar 22, 2020"
"RT @#####:","Maybe small investors can't get physical gold right now, but Russia still gets theirs. Central Bank of Russia added 12.…","Mar 22, 2020"
"RT @#####: The central point is that pandemics are fat tailed. The rest is details. (work with @#####) These are random subsamples. A…","Mar 22, 2020"
"RT @#####: Coronavirus: 4,500 retired doctors and nurses sign up to battle COVID-19 pandemic https://t.co/Sf9vvFR6rc","Mar 22, 2020"
"RT @#####: GAME CHANGER? A U.K.-based company and a Senegalese research institute are developing 10-minute coronavirus testing kits tha…","Mar 22, 2020"
"RT @#####: #Coronavirus","May have existed in Italy since November: local researcher https://t.co/5cU6WALlyr","Mar 22, 2020"
"RT @#####: How did Wuhan, the epicenter of #CoronavirusOutbreak in China, contain the spread of the virus? How did China mobilize it…","Mar 22, 2020"
"RT @#####: Large 5.3 magnitude #earthquake struck #Zagreb, Croatia this morning 22nd","March, lots of damage was reprinted from the…","Mar 22, 2020"
